composition_id,material_id,concentration,name,charactaristic
762,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
763,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
764,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
765,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
361,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
315,391,0.8,acetylated monoglyceride,CC(=O)OCC(CO)O
315,392,0.2,dl-α-tocopheryl acetate,null
292,23,0.75,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
295,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
298,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
286,199,2.14,acetic acid,A natural preservative used for its antimicrobial properties.
287,199,2.14,acetic acid,A natural preservative used for its antimicrobial properties.
882,43,3.09,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
882,23,2.04,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
882,25,0.83,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
882,30,1.73,lemon essential oil,"An oil extracted from lemon peel, used for its refreshing scent and antibacterial properties."
882,213,0.074,reuterin,"A natural compound produced by Lactobacillus reuteri, used as a preservative."
275,48,0.5,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
275,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
275,26,0.5,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
276,48,0.5,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
276,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
276,26,0.5,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
277,48,0.5,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
277,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
277,26,0.5,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
279,48,0.5,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
279,23,1.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
279,26,0.5,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
270,394,0.0083,selenium acid,.
272,394,0.0167,selenium acid,.
273,394,0.033,selenium acid,.
884,318,0.5,Carboxymethyl cellulose sodium salt,a
884,41,1.84,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
884,23,0.31,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
885,318,1.82,Carboxymethyl cellulose sodium salt,a
885,23,0.85,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
886,43,1.84,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
886,23,0.92,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
887,48,1.84,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
887,23,0.85,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
888,382,0.97,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
888,23,0.85,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
888,43,1.35,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
889,23,0.51,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
889,43,0.51,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
890,23,0.51,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
890,211,0.41,yam bean starch,"A starch extracted from yam beans, used in food products."
891,23,0.76,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
891,48,0.74,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
892,169,0.44,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
892,24,1.98,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
892,23,0.21,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
893,144,0.0,control,Material used as a baseline in experiments.
907,144,0.0,control,Material used as a baseline in experiments.
908,169,0.63,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
908,41,0.42,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
908,199,0.63,acetic acid,A natural preservative used for its antimicrobial properties.
908,23,0.42,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
908,29,0.76,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
908,26,0.64,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
909,211,1.48,yam bean starch,"A starch extracted from yam beans, used in food products."
909,41,0.45,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
909,23,0.58,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
909,29,1.08,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
909,26,0.87,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
910,318,1.37,Carboxymethyl cellulose sodium salt,a
910,41,0.29,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
910,23,0.54,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
910,29,0.39,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
910,26,0.45,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
912,382,1.02,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
912,23,0.51,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
913,211,1.51,yam bean starch,"A starch extracted from yam beans, used in food products."
913,48,0.41,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
913,23,0.76,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
913,29,0.8,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
913,25,0.74,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
914,211,1.48,yam bean starch,"A starch extracted from yam beans, used in food products."
914,41,0.52,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
914,23,0.61,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
914,29,0.27,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
914,26,0.24,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
915,174,0.49,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
915,41,1.12,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
915,23,0.58,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
915,29,0.58,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
915,26,2.44,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
915,76,1.96,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
916,169,0.78,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
916,41,0.6,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
916,199,0.78,acetic acid,A natural preservative used for its antimicrobial properties.
916,23,0.67,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
916,76,1.61,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
916,26,1.86,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
917,169,1.38,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
917,43,0.42,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
917,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
917,23,0.88,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
917,29,0.26,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
917,25,0.31,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
924,144,0.0,control,Material used as a baseline in experiments.
925,211,1.48,yam bean starch,"A starch extracted from yam beans, used in food products."
925,41,0.52,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
925,23,0.61,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
925,29,0.27,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
925,26,0.24,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
926,174,0.49,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
926,41,1.12,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
926,23,0.58,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
926,29,0.58,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
926,26,2.44,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
926,76,1.96,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
927,169,0.78,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
927,41,0.6,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
927,23,0.67,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
927,76,1.61,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
927,26,1.86,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
927,199,0.78,acetic acid,A natural preservative used for its antimicrobial properties.
929,43,1.9,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
929,174,0.1,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
929,23,0.97,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
929,29,0.46,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
929,26,0.37,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
930,382,1.01,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
930,318,0.9,Carboxymethyl cellulose sodium salt,a
930,23,0.76,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
931,169,0.63,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
931,41,0.42,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
931,199,0.63,acetic acid,A natural preservative used for its antimicrobial properties.
931,23,0.42,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
931,29,0.76,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
931,26,0.64,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
932,211,1.48,yam bean starch,"A starch extracted from yam beans, used in food products."
932,41,0.45,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
932,23,0.58,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
932,29,1.08,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
932,26,0.87,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
933,318,1.37,Carboxymethyl cellulose sodium salt,a
933,41,0.29,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
933,23,0.54,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
933,29,0.39,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
933,26,0.45,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
935,211,1.51,yam bean starch,"A starch extracted from yam beans, used in food products."
935,48,0.41,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
935,23,0.76,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
935,29,0.8,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
935,25,0.74,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
949,144,0.0,control,Material used as a baseline in experiments.
950,41,2.9,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
950,76,0.65,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
950,23,1.35,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
950,26,1.28,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
951,41,0.85,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
951,318,1.89,Carboxymethyl cellulose sodium salt,a
951,29,0.06,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
951,23,1.83,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
951,26,2.32,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
952,41,2.54,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
952,174,0.52,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
952,29,0.31,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
952,23,1.52,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
952,26,1.62,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
953,169,2.21,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
953,41,1.3,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
953,29,0.22,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
953,199,0.85,acetic acid,A natural preservative used for its antimicrobial properties.
953,26,1.14,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
954,174,0.52,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
954,76,1.72,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
954,23,0.92,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
954,26,1.68,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
955,48,0.61,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
955,76,1.09,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
955,25,2.66,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
955,23,1.71,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
956,382,1.02,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
956,23,0.04,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
957,211,1.48,yam bean starch,"A starch extracted from yam beans, used in food products."
957,23,0.36,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
958,169,0.01,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
958,24,3.15,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
958,23,0.19,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
959,43,1.84,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
959,23,0.3,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
960,13,0.56,alginate,"A polysaccharide extracted from brown algae, used as a gelling and thickening agent."
960,23,0.24,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
961,169,0.15,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
961,24,4.26,citric acid,A natural organic acid used as a preservative and flavoring agent in food and beverages.
961,298,0.42,glycerol General Merchandise Store,a
962,41,1.43,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
962,48,1.59,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
962,272,1.51,Allyl isothiocyanate,a
962,26,0.53,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
963,43,1.17,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
963,169,1.71,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
963,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
963,272,1.93,Allyl isothiocyanate,a
963,25,1.59,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
964,382,0.62,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
964,41,1.79,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
964,272,1.17,Allyl isothiocyanate,a
964,26,1.68,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
965,169,1.78,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
965,41,0.13,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
965,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
965,23,0.51,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
965,29,0.22,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
965,26,0.054,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
966,382,1.02,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
966,41,0.42,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
966,23,0.5,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
966,29,0.18,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
966,26,0.044,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
967,318,1.44,Carboxymethyl cellulose sodium salt,a
967,41,0.54,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
967,23,0.76,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
967,29,0.24,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
967,26,0.061,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
968,382,1.01,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
968,23,0.34,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
969,318,1.58,Carboxymethyl cellulose sodium salt,a
969,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
969,76,0.47,sunflower oil,"A plant oil derived from sunflower seeds, used in cooking and cosmetics."
969,26,0.118,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
970,382,0.99,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
970,23,0.37,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
970,169,0.46,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
970,26,0.061,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
970,199,0.46,acetic acid,A natural preservative used for its antimicrobial properties.
971,48,0.75,sodium alginate,"A sodium salt of alginic acid, used as a gelling agent and stabilizer in food."
971,23,0.28,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
971,29,0.22,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
971,25,0.054,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
972,43,1.81,pectin,"A polysaccharide found in fruits, used as a gelling agent in jams and jellies."
972,23,0.42,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
972,29,0.03,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
972,25,0.008,tween 20,A non-ionic surfactant used as an emulsifier in food and pharmaceutical applications.
973,174,0.52,carrageenan,"A polysaccharide extracted from red algae, used for its gelling properties."
973,23,0.15,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
973,29,0.04,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
973,26,0.011,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
974,382,1.02,Konjac Glucomannan,OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
974,23,0.39,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
974,29,0.02,lemongrass oil,"An essential oil with a citrus scent, used in aromatherapy and as a natural preservative."
974,26,0.004,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
975,169,1.5,chitosan,"A biopolymer derived from chitin, used for its antimicrobial and film-forming properties."
975,23,0.45,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
975,199,1.0,acetic acid,A natural preservative used for its antimicrobial properties.
976,144,0.0,control,Material used as a baseline in experiments.
977,396,5.0,Jackfruit seed starch,a
977,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
983,396,5.0,Jackfruit seed starch,a
983,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
983,296,2.0,Pomegranate Peel Extract,a
984,396,5.0,Jackfruit seed starch,a
984,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
984,296,4.0,Pomegranate Peel Extract,a
985,396,5.0,Jackfruit seed starch,a
985,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
985,296,6.0,Pomegranate Peel Extract,a
986,396,5.0,Jackfruit seed starch,a
986,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
986,296,8.0,Pomegranate Peel Extract,a
987,396,5.0,Jackfruit seed starch,a
987,23,3.0,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
987,296,10.0,Pomegranate Peel Extract,a
988,41,2.5,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
988,23,0.8,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
991,194,2.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
991,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
992,194,2.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
992,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
992,226,0.1,cinnamon essential oil,cinnamon essential oil
993,194,2.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
993,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
993,226,0.21,cinnamon essential oil,cinnamon essential oil
994,194,2.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
994,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
994,226,0.33,cinnamon essential oil,cinnamon essential oil
995,194,2.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
995,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
995,226,0.21,cinnamon essential oil,cinnamon essential oil
995,26,0.05,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
997,194,2.0,pullulan,A water-soluble polysaccharide used for its film-forming and adhesive properties.
997,23,0.4,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
997,226,0.21,cinnamon essential oil,cinnamon essential oil
997,26,0.11,tween 80,"An emulsifier used in food, pharmaceuticals, and cosmetics for stabilizing oil-water mixtures."
998,377,1.0,chitosan (DD95.2),"単位名	組成比	SMILES記法	分子式
グルコサミン単位	95.2%	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O	C6H13NO5
N-アセチルグルコサミン単位	4.8%	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O	C8H15NO6"
998,23,0.75,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
998,199,0.5,acetic acid,A natural preservative used for its antimicrobial properties.
999,41,4.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
999,44,5.0,trehalose,"A disaccharide sugar known for its ability to retain moisture, used in food preservation."
999,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1000,41,4.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1000,44,5.0,trehalose,"A disaccharide sugar known for its ability to retain moisture, used in food preservation."
1000,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1000,232,0.045,tea polyphenols,tea polyphenols
1001,41,4.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1001,44,5.0,trehalose,"A disaccharide sugar known for its ability to retain moisture, used in food preservation."
1001,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1001,232,0.09,tea polyphenols,tea polyphenols
1002,41,4.0,gelatin,"A protein derived from collagen, used as a gelling agent in food and pharmaceuticals."
1002,44,5.0,trehalose,"A disaccharide sugar known for its ability to retain moisture, used in food preservation."
1002,23,0.18,glycerol,"A sugar alcohol used as a humectant, solvent, and sweetener in food and pharmaceuticals."
1002,232,0.135,tea polyphenols,tea polyphenols
